date_of_extract,organisation_number,registered_charity_number,linked_charity_number,charity_name,charity_type,charity_registration_status,date_of_registration,date_of_removal,charity_reporting_status,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,latest_income,latest_expenditure,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web,charity_company_registration_number,charity_insolvent,charity_in_administration,charity_previously_excepted,charity_is_cdf_or_cif,charity_is_cio,cio_is_dissolved,date_cio_dissolution_notice,charity_activities,charity_gift_aid,charity_has_land
2026-04-24,1021367,1021367,0,Air Ambulance Charity Kent Surrey Sussex,Charitable company,Registered,1993-05-21,,Submission Received,2024-04-01,2025-03-31,24432115.0,20786058.0,Air Ambulance Kent Surrey Sussex,Rochester City Airport,Maidstone Road,CHATHAM,Kent,ME5 9SD,01634471900,hello@aakss.org.uk,www.aakss.org.uk,02803242,false,false,false,,false,false,,Air Ambulance service in South East England and surrounding areas. Our service provides specialised medicine and knowledge to improve the health and medical outcomes of the wider community.,true,true
2026-04-24,1023536,1023536,0,KIDDIWINKS PRE-SCHOOL,Other,Registered,1993-07-12,,Submission Received,2024-09-01,2025-08-31,218224.0,210920.0,Gillingham Methodist Church,100 Third Avenue,Gillingham,,,ME7 2LU,01634 581304,hadamspre-school@hotmail.co.uk,www.kiddiwinksgillingham.com,,false,false,false,,false,false,,KIDDIWINKS IS A NOT FOR PROFIT PRE-SCHOOL FOR CHILDREN AGED 2 TO 5 YEARS.  WE ARE REGISTERED WITH OFSTED.,false,false
2026-04-24,1023961,1023961,0,ST MARY'S GILLINGHAM GREEN LODGE BENEVOLENT FUND,Trust,Registered,1993-07-20,,Submission Received,2023-10-01,2024-09-30,1680.0,1609.0,25 Broadway,GILLINGHAM,Kent,,,ME8 6AY,07796441428,broadway25@hotmail.co.uk,,,false,false,false,,false,false,,Running Fundraising Events for Charitable Purposes within the Lodge and receiving and applying Charitable Donations from its Members.,false,false
2026-04-24,1024231,1024231,0,KESTREL UNDER FIVES PLAYGROUP,Other,Registered,1993-07-28,,Submission Received,2024-03-01,2025-02-28,216657.0,197805.0,42 Birch Drive,CHATHAM,Kent,,,ME5 8YU,07939261307,kestrelunder5s@hotmail.co.uk,,,false,false,false,,false,false,,Provide day care for children from 2 to 5 with educational activities.,false,false
2026-04-24,1024238,1024238,0,JACK AND JILL PLAYGROUP (STROOD),Other,Registered,1993-07-28,,Submission Received,2024-01-01,2024-12-31,242782.0,236014.0,Jack &amp; Jill Playgroup,Minerva Road,Strood,Rochester,,ME2 3HN,01634717585,jackandjillplaygroup@hotmail.co.uk,http://thejackandjillplaygroup.co.uk/,,false,false,false,,false,false,,"To provide a safe, stimulating educational and childcare provision for 2 to 5 year olds to explore and learn through play.",false,true
2026-04-24,1024505,1024505,0,PARK WOOD SCHOOLS ASSOCIATION,Other,Registered,1993-08-03,,Submission Received,2023-09-01,2024-08-31,15271.0,13331.0,Parkwood Infant School,Deanwood Drive,GILLINGHAM,Kent,,ME8 9LP,01634234699,PSA@parkwoodprimary.org.uk,www.parkwoodschoolsassociation.co.uk,,false,false,false,,false,false,,"To raise funds for benefit of the education, well being and environment for the pupils, staff and community of Parkwood Primary School, Gillingham, Kent, through activities and events.",false,false
2026-04-24,1026886,1026886,0,CHATHAM SOUTH DISTRICT GUIDES,Other,Registered,1993-10-07,,Submission Received,2024-09-01,2025-08-31,1013.0,1037.0,47 BERESFORD AVENUE,ROCHESTER,,,,ME1 2QX,07709900648,chathamsouthdistrict@hotmail.com,,,false,false,false,,false,false,,As part of Girlguiding UK we provide a safe environment for girls to partake in many varying activities,false,false
2026-04-24,1028762,1028762,0,KATHY VAN DER STRAATEN CHEMISTRY PRIZE,Trust,Registered,1993-11-25,,Submission Double Default,2021-09-01,2022-08-31,77.0,0.0,RAINHAM MARK GRAMMAR SCHOOL,PUMP LANE,RAINHAM,GILLINGHAM,,ME8 7AJ,01634364151,finance@rmgs.org.uk,,,false,false,false,,false,false,,Educational reward.,false,false
2026-04-24,1029246,1029246,0,SOCIETY OF FRIENDS HOO COUNTY PRIMARY SCHOOL,Other,Registered,1993-11-29,,Submission Received,2023-09-01,2024-08-31,17004.0,25621.0,16 Baryntyne Crescent,Hoo,ROCHESTER,,,ME3 9GE ,01634252066,hoopta@hotmail.co.uk,,,false,false,false,,false,false,,"Fundraising for school, including raffles, disco's, fetes.",false,false
2026-04-24,1030395,1030395,0,GILLINGHAM DIVISION GIRL GUIDES,Other,Registered,1993-12-15,,Submission Received,2024-01-01,2024-12-31,167.0,223.0,19 HERBERT ROAD,GILLINGHAM,,,,ME8 9BZ,01634360502,,,,false,false,false,,false,false,,"To pass on information from CHQ, Region and County. To enable leaders to meet, share and support one another. By providing training to enable leaders to run their units efficiently.",false,false
2026-04-24,1030397,1030397,0,BURHAM PRE-SCHOOL PLAYGROUP,Other,Registered,1993-12-15,,Submission Received,2024-09-01,2025-08-31,183093.0,170014.0,23 ROMAN CLOSE,BLUE BELL HILL,CHATHAM,,,ME5 9DJ,07710 829954,burham.pre-school@hotmail.co.uk,,,false,false,false,,false,false,,"Providing pre-school, early years care and education for children in the local areas",false,false
2026-04-24,1030577,1030577,0,DMA CHARITABLE TRUST,Trust,Registered,1993-12-17,,Submission Overdue,2023-04-01,2024-03-31,0.0,0.0,DMA Maintenance Ltd,5 Beaufort House Beaufort Court,Sir Thomas Longley Road,Medway City Estate,Rochester Kent,ME2 4FB,01634384220,,www.dma-trust.co.uk,,false,false,false,,false,false,,"The DMA Trust, first established in 1993, exists to provide a focus for charitable endeavour for those involved with the DMA Group of companies.The Trustees look to make best use of funds raised by concentrating their giving, where there is real need in their local community,  particularly in the areas of disadvantage, disability and ill health.",false,false
2026-04-24,1030594,1030594,0,FRIENDS OF MAUNDENE SCHOOL PARENT TEACHER ASSOCIATION,Other,Registered,1993-12-21,,Submission Received Late,2023-09-01,2024-08-31,12917.0,20223.0,Maundene School,Swallow Rise,Chatham,,,ME5 7QB,01634864721,friendsofmaundene@outlook.com,maundene.medway.sch.uk,,false,false,false,,false,false,,"Fundraising activities including but not limited to:School FairsSchool DiscosRetail eventsSponsored eventsHolding free events for the school community to enjoy, including but not limited to:craft competitionsin school parties",false,false
2026-04-24,1031550,1031550,0,INCORPORATED ROCHESTER DIOCESAN BOARD OF EDUCATION,Charitable company,Registered,1994-01-14,,Submission Received,2024-01-01,2024-12-31,1707490.0,1902188.0,ROCHESTER DIOCESAN SOCIETY &amp; BOARD,OF FINANCE,ST. NICHOLAS CHURCH,BOLEY HILL,ROCHESTER,ME1 1SL,01634560019,education@rochester.anglican.org,rochester.anglican.org/education/index.html,00046014,false,false,false,,false,false,,"To support and encourage the work of schools, churches and parishes across the Diocese of Rochester in Christian distinctiveness through excellent education of children and young people.",false,true
2026-04-24,1031552,1031552,0,ROTARY CLUB OF ROCHESTER TRUST FUND,Trust,Registered,1994-01-14,,Submission Received,2024-07-01,2025-06-30,14090.0,13578.0,112 WATLING STREET,ROCHESTER,,,,ME2 3QJ,01634711221,,,,false,false,false,,false,false,,"Supporting international, national and local charities and community groups by raising funds through a range of fund raising activities.",true,false
2026-04-24,1033637,1033637,0,40TH STROOD SEA SCOUT GROUP,Other,Registered,1994-02-24,,Submission Received,2024-04-02,2025-04-01,57092.0,46877.0,38th & 40th Strood Sea Scouts,Dart Close,ROCHESTER,Kent,,ME2 2EH,07963199569,treasurer3840@outlook.com,www.38th40thstroodseascouts.org,,false,false,false,,false,false,,"To promote the develop young people in achieving their full physical, intellectual, social and spiritual potentials, as individuals, as responsible citizens and as members of their local national and international communities by providing an enjoyable and attractive scheme of progressive training, based on the Scout Promise and Law and guided by adult leadership.",true,true
2026-04-24,1034070,1034070,0,BERESFORD PRE-SCHOOL,Other,Registered,1994-03-02,,Submission Received,2023-09-01,2024-08-31,1114872.0,118915.0,Beresford Preschool,The Scout Hut,Beresford Avenue,ROCHESTER,Kent,ME1 2QX,07815 048143,beresfordpreschool@gmail.com,,,false,false,false,,false,false,,Sessional pre-school providing care for children between the ages of two and four years,false,false
2026-04-24,1035800,1035800,0,THE CLIFFE WOODS LADIES CLUB,Other,Registered,1994-03-29,,Submission Received,2024-10-01,2025-09-30,6432.0,6688.0,36 BROOKMEAD ROAD,CLIFFE WOODS,ROCHESTER,,,ME3 8HL,01634221551,,,,false,false,false,,false,false,,"Weekly meetings, day trips, speakers, quizes",false,false
2026-04-24,1036112,1036112,0,BLACK KNIGHTS DRUM AND BUGLE CORPS,Other,Registered,1994-04-08,,Submission Received,2024-01-01,2024-12-31,5157.0,4868.0,208 Grange Road,GILLINGHAM,,,,ME7 2QT,07875415852,info@knightsacademy.org.uk,www.knightsacademy.org.uk,,false,false,false,,false,false,,Teaching & Performing Music,true,false
2026-04-24,1036315,1036315,0,ST FRANCIS PRE-SCHOOL (STROOD),Other,Registered,1994-04-12,,Submission Received,2024-09-01,2025-08-31,0.0,0.0,Galahad Avenue,Strood,ROCHESTER,,Kent,ME2 3JJ,01634301188,stroodstfrancispreschool1@outlook.com,,,false,false,false,,false,false,,"The pre-school caters for chidlren aged 2yrs to 5yrs with an aim to promote children's learning by providing a stimulating and challenging environment, enabling children to develop their social, emotional, physical and educational needs.",false,false
2026-04-24,1037881,1037881,0,ST MARGARET'S INFANT SCHOOL PARENT TEACHER ASSOCIATION,Other,Registered,1994-05-25,,Submission Double Default,2021-08-01,2022-07-31,5527.0,1575.0,124 Edwin Road,GILLINGHAM,,,,ME8 0AG,07187868857,stmargaretsPTA@thewestbrooktrust.org,www.stmargaretsinf.medway.sch.uk/index.htm,,false,false,false,,false,false,,"Various Fundraising activities including school fayres, school discos, surprise gifts",false,false
2026-04-24,1039152,1039152,0,THE CROW LANE TRUST,Trust,Registered,1994-06-30,,Submission Received,2024-04-01,2025-03-31,1.0,1.0,ENNERDALE,COOLING ROAD,CLIFFE,ROCHESTER,,ME3 7SA,01634220383,kimartin40@btinternet.com,,,false,false,false,,false,false,,THE ADVANCEMENT OF THE CHRISTIAN RELIGIONRELIEF OF SICKNESS AND DISTRESS THROUGH THE PROVISION OF CHRISTIAN PRAYER MINISTRY,false,false
2026-04-24,1039878,1039878,0,27TH ALL SAINTS FRINDSBURY SCOUT GROUP,Other,Registered,1994-08-01,,Submission Received,2024-04-01,2025-03-31,32762.0,26312.0,11 ROLVENDEN ROAD,WAINSCOTT,ROCHESTER,,,ME2 4NY,01634726277,BERLINER62@BTINTERNET.COM,,,false,false,false,,false,false,,"To provide Scouting Activities to enable Young People in the Group to become better members of their local, national and international community.",true,true
2026-04-24,1039910,1039910,0,20TH GILLINGHAM (HEMPSTEAD) AIR SCOUT GROUP,Other,Registered,1994-08-02,,Submission Received Late,2024-04-01,2025-03-31,33601.0,28680.0,184 Hempstead Road,Hempstead,GILLINGHAM,Kent,,ME7 3QG,01634267388,20th@gillinghamscouts.org.uk,www.20thgillingham.com,,false,false,false,,false,false,,Scout group,true,true
2026-04-24,1040230,1040230,0,CHATHAM DISTRICT MASONIC TRUST,Trust,Registered,1994-08-16,,Submission Received,2023-09-01,2024-08-31,62890.0,44630.0,47 ALLISON AVENUE,GILLINGHAM,,,,ME7 3BY,07724937902,cdmt-secretary@hotmail.com,www.chathammasonichall.org,,false,false,false,,false,false,,Donate monies to charities nominated by members who hire the Trust's facilities.,false,true
2026-04-24,1042475,1042475,0,COUNCIL FOR VOLUNTARY SERVICE (MEDWAY),Charitable company,Registered,1994-12-01,,Submission Received,2024-01-01,2024-12-31,873441.0,812146.0,The Joiners Shop,The Historic Dockyard,Chatham,Kent,,ME4 4TZ ,01634812850,jane@mva.org.uk,www.mva.org.uk,02987866,false,false,false,,false,false,,"Services and support for local voluntary groups and organisations which includes: identifying, co-ordinating and providing trainingensuring full participation for disadvantaged groups, networking and building partnerships,Advice, information and resources,infrastructure support,Development, support and management of projects",false,true
2026-04-24,1044709,1044709,0,THE NINEVEH TRUST,Trust,Registered,1995-03-06,,Submission Received,2024-04-01,2025-03-31,0.0,0.0,47 St. Margarets Street,Rochester,,,,ME1 1UF,01634405526,,,,false,false,false,,false,false,,The charity provides support to individuals involved in Christian Ministry by way of grants for their ministry work and for personal financial support to enable their ministry to take place,true,false
2026-04-24,1044832,1044832,0,WHITE ROAD PLAYGROUP,Other,Registered,1995-03-07,,Submission Received,2023-09-01,2024-08-31,300003.0,288911.0,73 Palmerston Road,Chatham,,,,ME4 6NE,01634849562,whiteroadpreschool@gmail.com,,,false,false,false,,false,false,,pre-school looking after under fives,false,false
2026-04-24,1045529,1045529,0,FRIENDS OF TWYDALL SCHOOLS,Other,Registered,1995-05-01,,Submission Double Default,2021-09-01,2022-08-31,0.0,0.0,Twydall Primary School,Twydall Lane,GILLINGHAM,,,ME8 6JS,01634231761,finance@twydallprimary.org.uk,www.twydallinf.medway.sch.uk,,false,false,false,,false,false,,"Raffles, Summer fetes and small general fund raising events",false,false
2026-04-24,1045743,1045743,0,SWALLOWS UNDER 5'S PLAYGROUP,Other,Registered,1995-04-12,,Submission Received,2024-04-01,2025-03-31,208587.0,193852.0,4 BIRKHALL CLOSE,CHATHAM,,,,ME5 7QD,01634671450,swallowrisers@sherriebabington.co.uk,,,false,false,false,,false,false,,childcare provision for children aged 2 to 11 years,false,true
2026-04-24,1045808,1045808,0,"PARENTS, TEACHERS AND FRIENDS OF MIERS COURT PRIMARY SCHOOL",Other,Registered,1995-04-18,,Submission Received,2023-09-01,2024-08-31,1184.0,7068.0,215 High Street,Rainham,GILLINGHAM,Kent,,ME8 8AY,01634201558,mierscourtptfa@gmail.com,,,false,false,false,,false,false,,Discos at key moments during the academic year. Summer and Christmas FeteMother & Father Day Present Sales,false,false
2026-04-24,1045845,1045845,0,COOLING VILLAGE HALL,Other,Registered,1995-04-18,,Submission Received,2024-03-29,2025-03-28,2277.0,5830.0,Linden,Main Road,Cooling,ROCHESTER,,ME3 8DH ,01634611682,,,,false,false,false,,false,false,,Provides recreational facilities for young children and operates/maintains a recreational facility for the local community.,false,true
2026-04-24,1050584,1050584,0,ST. THOMAS OF CANTERBURY PARENT TEACHER ASSOCIATION,Other,Registered,1995-11-15,,Submission Received,2023-09-01,2024-08-31,23724.0,22140.0,ROMANY RD,RAINHAM,GILLINGHAM,KENT,,ME8 6JH,01634234677,stthomasofcanterburypta@gmail.com,,,false,false,false,,false,false,,"Various Fundraising to support school i.e. Quiz nights, children disco etc.",false,false
2026-04-24,1051416,1051416,0,KENT GROUP OF ADVANCED MOTORISTS,Other,Registered,1995-12-14,,Submission Received,2024-04-01,2025-03-31,4881.0,4639.0,1 Howard Avenue,Rochester,,,,ME1 2AP,01634301971,chairman@kentiam.org.uk,www.kentiam.org.uk,,false,false,false,,false,false,,Road Safety Organisation,true,false
2026-04-24,1051748,1051748,0,MEDWAY NHS FOUNDATION TRUST CHARITABLE FUND,Other,Registered,1996-01-04,,Submission Received,2024-04-01,2025-03-31,253000.0,248000.0,Medway Hospital,Windmill Road,Gillingham,,,ME7 5NY,01634 825398,medwayft.charity@nhs.net,www.medway.nhs.uk,,false,false,false,,false,false,,"The Trustees shall be responsible for safeguarding the Charitable Funds, applying the income and at their discretion and so far as may be permissible, the capital for any charitable purpose or purpose relating to the National Health Service wholly or mainly for the services provided by the NHS Foundation Trust",true,false
2026-04-24,1053983,1053983,0,DIVERSITY MARTIAL ARTS ASSOCIATION,Other,Registered,1996-03-26,,Submission Received,2024-04-01,2025-03-31,0.0,0.0,131 Trevale Road,Rochester,,,,ME1 3PA,07808292403,dmaacharity@gmail.com,www.dmaa.org.uk,,false,false,false,,false,false,,"At present we are travelling all over the UK spreading the word about the charity. We are also this year looking to raise money and the charity profile.We also travel around the country teaching children and young adults with disabilities, mental health and special needs martial arts",false,false
2026-04-24,1054143,1054143,0,AKWA IBOM WOMEN'S LEAGUE UNITED KINGDOM,Other,Registered,1996-03-28,,Submission Received,2024-04-01,2025-03-31,0.0,200.0,140 Chaucer Road,GILLINGHAM,,,,ME7 5LU,07535682515,akwawluk@gmail.com,www.akwasianban.co.uk,,false,false,false,,false,false,,Relief of PovertyEducation/TraningOversea Aid/Famine Relief,false,false
2026-04-24,1054856,1054856,0,RAINHAM EVENING WOMENS INSTITUTE,Other,Registered,1996-04-23,,Submission Received,2024-04-01,2025-03-31,2346.0,3151.0,72 Arthur Road,Gillingham,,,,ME8 9BX,01635233271,jennifercorley@blueyonder.co.uk,www.westkentwi.org.uk,,false,false,false,,false,false,,eduational,false,false
2026-04-24,1055457,1055457,0,SRI NABH KANWAL RAJA SAHIB CHARITABLE FOUNDATION,Trust,Registered,1996-05-21,,Submission Received,2024-04-01,2025-03-31,0.0,0.0,20 The Ridgeway,Chatham,,,,ME4 6PD,07810504596,,,,false,false,false,,false,false,,Spread of sprituality and religion and relief of poverty,false,false
2026-04-24,1055629,1055629,0,FLAMING EVANGELICAL MINISTRIES U.K.,Other,Registered,1996-05-29,,Submission Received,2023-10-01,2024-09-30,103894.0,97532.0,4 Bryant Road,Rochester,,,,ME2 3EW,01634726912,femuk94@yahoo.co.uk,www.femukchurch.org,,false,false,false,,false,false,,"As a Christian organisation aiming to advance the christian faith, we set to create the environment that fosters total salvation for each person through Christ Jesus as our Lord and Saviour. We express our faith by reaching out to all in love and grace as we understand it, in bringing us and any who would believe to being full partakers of all that salvation in Jesus Christ holds for us.",true,false
2026-04-24,1055710,1055710,0,CHATHAM MARITIME TRUST,Charitable company,Registered,1996-05-30,,Submission Received,2024-04-01,2025-03-31,2080405.0,1814324.0,Maritime Wharf,St Mary's Island,,Chatham,Kent,ME4 3ES,01634891888,info@cmtrust.co.uk,www.cmtrust.co.uk,02913375,false,false,false,,false,false,,"Management and maintenance of the 350 acre Chatham Maritime Estate, including its public parks and play areas; flood defences and riverside walks; bridges, roadways, cycleways and footpaths; public art and monuments.Support for community groups, activities, and organisations at Chatham Maritime, in the wider Medway Towns and its neighbourhood.",true,true
2026-04-24,1055923,1055923,0,ROTARY CLUB OF STROOD CHARITABLE TRUST,Trust,Registered,1996-06-06,,Submission Received,2024-07-01,2025-06-30,4575.0,3620.0,21 White Leaves Rise,Cuxton,ROCHESTER,Kent,,ME2 1EG,01634723945,timothyrawlings@aol.com,www.ribi.org,,false,false,false,,false,false,,"We seek to help communities at a local, national and overseas level.",false,false
2026-04-24,1056994,1056994,0,MEDWAY LITTLE THEATRE LIMITED,Charitable company,Registered,1996-07-23,,Submission Received,2023-09-01,2024-08-31,58807.0,48675.0,Medway Little Theatre,256 St. Margarets Banks,High Street,ROCHESTER,,ME1 1HY,01634400322,mltsecretary1@gmail.com,www.mlt.org.uk,01526454,false,false,false,,false,false,,Theatre,false,true
2026-04-24,1057215,1057215,0,ASSOCIATION OF CASUALTY AND HEALTH EMERGENCY SIMULATORS,Charitable company,Registered,1996-07-30,,Submission Received,2024-04-01,2025-03-31,0.0,461.0,293 LONSDALE DRIVE,GILLINGHAM,,,,ME8 9JT,01634235760,gwba01936@blueyonder.co.uk,www.cassimaches.co.uk,03217443,false,false,false,,false,false,,ACHES provides training for people wishing to become casualty simulators.  ACHES provides trained casualty simulators for any type of first aid or medical training.,false,false
2026-04-24,1058378,1058378,0,FRIENDS AND ASSOCIATES OF DANECOURT SCHOOL,Other,Registered,1996-10-01,,Submission Received,2023-10-01,2024-09-30,14730.0,1848.0,DANECOURT SCHOOL,HOTEL ROAD,GILLINGHAM,,,ME8 6AA,01634232589,FADS@DANECOURT-MARITIME.ORG,www.danecourtschool.com,,false,false,false,,false,false,,Our charity is a parent/teacher association supporting Danecourt School (for children with special needs). Our aim is to enhance and support the excellent educational experience they receive.,true,false
2026-04-24,1060392,1060392,0,FAIR VIEW SCHOOLS P.T.A. ASSOCIATION,Other,Registered,1997-01-28,,Submission Received,2023-09-01,2024-08-31,28835.0,31312.0,FAIRVIEW COMMUNITY PRIMARY SCHOOL,DREWERY DRIVE,GILLINGHAM,,,ME8 0NU,01634338710,fairviewptfa@gmail.com,www.fairviewptfa.org.uk,,false,false,false,,false,false,,FUNDRAISING FOR BENEFIT OF SCHOOL,false,false
2026-04-24,1060714,1060714,0,THE CHALLENGING BEHAVIOUR FOUNDATION,Charitable company,Registered,1997-02-14,,Submission Received,2024-02-01,2025-01-31,543061.0,593382.0,CHALLENGING BEHAVIOUR FOUNDATION,THE OLD COURTHOUSE,NEW ROAD AVENUE,CHATHAM,KENT,ME4 6BE,01634838739,info@thecbf.org.uk,www.challengingbehaviour.org.uk,03307407,false,false,false,,false,false,,"To demonstrate that children and adults with severe learning disabilities whose behaviour is described as challenging  can enjoy normal life opportunities when their behaviour is properly understood and appropriately supported, and to support parents and carers through education and information to enable this to happen.",true,false
2026-04-24,1060866,1060866,0,HIGH HALSTOW VILLAGE HALL,Other,Registered,1997-02-21,,Submission Received,2024-04-01,2025-03-31,29492.0,17008.0,34 Willowbank Drive,High Halstow,Rochester,,,ME3 8TW,01634252812,"","",,false,false,false,,false,false,,"The village hall is used for badminton youth club, doctors surgeries, parties etc.",false,true
2026-04-24,1061096,1061096,0,GRACE CHARISMATIC CENTRE,Other,Registered,1997-03-06,,Submission Received Late,2024-03-31,2025-03-30,41123.0,51586.0,23 Seagull Road,ROCHESTER,,,,ME2 2SQ,07956854951,nana-5@hotmail.co.uk,www.gracecharismatic.org,,false,false,false,,false,false,,"1. Marriage counselling    2.    Advice on Drug use and abuse,   3.     Youth training in community           services etc.    4.   Undertaking community cleaning.    5.   Running orphanages.",true,false
2026-04-24,3938970,1064963,0,THE SIR JAMES ROLL CHARITABLE TRUST,Trust,Registered,1997-10-22,,Submission Received,2024-04-01,2025-03-31,247896.0,252147.0,Downs Farm,Pilgrims Way,Wouldham,ROCHESTER,Kent,ME1 3RB,01634668167,rolltrustees@gmail.com,,,false,false,false,,false,false,,Awarding grants to other charities that help beneficiaries that fulfil our objects.  The Charity is NO LONGER OPEN to new grant applicants.,false,false
2026-04-24,3939036,1062240,0,LORDSWOOD UNDER 5'S PLAYGROUP,Other,Registered,1997-05-07,,Submission Received,2023-09-01,2024-08-31,145622.0,126340.0,179 Ballens road,CHATHAM,,,,ME5 8PG,01634 867386,lordswoodunder5s@gmail.com,,,false,false,false,,false,false,,EARLY YEARS FOUNDATION STAGE CURRICULM,false,true
2026-04-24,3939414,1063448,0,LIFE FOR THE WORLD CHRISTIAN CENTRE,Other,Registered,1997-07-16,,Submission Received,2024-01-01,2024-12-31,21487.0,23012.0,123 DARGETS ROAD,CHATHAM,,,,ME5 8DA,07956840002,life4theworld@aol.com,,,false,false,false,,false,false,,"The principal activities of the church is christian worship, and the relief of poverty.",true,false
2026-04-24,3939481,1062923,0,ENGLISH MARTYRS PARENT TEACHERS ASSOCIATION,Other,Registered,1997-06-18,,Submission Received,2023-09-01,2024-08-31,6631.0,4626.0,English Martyrs RC Primary School,Frindsbury Road,ROCHESTER,Kent,,ME2 4JA,07809727271,Emptacommittee@gmail.com,https://m.facebook.com/people/English-Martyrs-school-PTA/61559351432497/,,false,false,false,,false,false,,TO RAISE MONEY TO HELP ENGLISH MARTYRS SCHOOL,false,false
2026-04-24,3939684,1063842,0,ACTION FOR BORSTAL COMMUNITY PROJECT,Charitable company,Registered,1997-08-07,,Submission Received,2024-04-01,2025-03-31,102705.0,108059.0,ACTION FOR BORSTAL COMMUNITY PROJEC,13-14 MERCURY CLOSE,BORSTAL,ROCHESTER,,ME1 3AT,01634817454,sam@abcproject.org.uk,www.abcproject.org.uk,03364165,false,false,false,,false,false,,"The Centre offers activities to the families of Borstal, Rochester and surrounding areas. We provide a pre-school for children aged two to four and support parents with education and health issues. There is also an information centre, computer suite and internet access.",false,false
2026-04-24,3940387,1069762,0,THE OLD ROFFENSIAN SOCIETY LIMITED,Charitable company,Registered,1998-05-28,,Submission Received,2024-01-01,2024-12-31,45166.0,38067.0,33 Sealand Court,Esplanade,ROCHESTER,Kent,,ME1 1QH,01634403627,msnos@hotmail.co.uk,www.oldroffensiansociety.com,03554236,false,false,false,,false,false,,Promotion of any charitable purposes for the benefit of the community of Medway and as a members charity to promote and organise the bringing together of both current and former pupils and staff of the King's School Rochester and residents in need within the area of benefit.,true,false
2026-04-24,3941952,1068709,0,ROYAL ENGINEERS VOCATIONAL EDUCATION AND TRAINING TRUST,Trust,Registered,1998-03-17,,Submission Received,2024-01-01,2024-12-31,212946.0,287419.0,RECPD Team,HQ RSME,Brompton Barracks,Chatham,Kent,ME4 4UG ,01634822085,enquiries@re-cpd.org.uk,www.re-cpd.org.uk,,false,false,false,,false,false,,To promote the efficiency of the Army and particularly the military efficiency of the Royal Engineers by promoting and supporting the involvement of its personnel in nationally recognised vocational education and training schemes,false,false
2026-04-24,3945847,1067171,0,CHATHAM BRANCH - ROYAL NAVAL ASSOCIATION,Other,Registered,1998-01-06,,Submission Received,2024-01-01,2024-12-31,3826.0,2338.0,24 THE BEECHES,CHATHAM,,,,ME5 0NS,01634863156,,,,false,false,false,,false,false,,"Provision of social activities and welfare services to serving and ex members of the royal navy, royal marines and reserves and their dependants.",false,false
2026-04-24,3946306,1066592,0,MEDWAY EDUCATION TRUST,Trust,Registered,1997-12-03,,Submission Received,2024-01-01,2024-12-31,4986319.0,3196525.0,Leighton House,Lower Twydall Lane,GILLINGHAM,Kent,,ME7 2UU,07848 458950,admin@medwayeducationtrust.com,"",,false,false,false,,false,false,,Providing children education to the full range of abilities for children in NC years 5-13.,true,true
2026-04-24,3947328,1067049,0,POPPINS NURSERY,Other,Registered,2013-04-17,,Submission Received Late,2024-04-01,2025-03-31,218082.0,204140.0,Lampard Centre,Sally Port Gardens,Brompton,GILLINGHAM,,ME7 5BU,01634817852,POPPINSPRESCHOOL@YAHOO.CO.UK,,,false,false,false,,false,false,,Poppins Nursery and Pre School is a charity run nursery for children 2-5 years of age.,false,false
2026-04-24,3951007,1072521,0,COVEX,Other,Registered,1998-11-20,,Submission Received,2023-09-01,2024-08-31,104.0,0.0,78 Asquith Road,Wigmore,GILLINGHAM,,,ME8 0JB,07818664679,hqcovex@yahoo.co.uk,www.covex.co.uk,,false,false,false,,false,false,,"To deliver aid across Europe, in particular Romania, for the relief of poverty, sickness and distress. To assist other charitable groups by delivering aid and equipment on their behalf.",false,false
2026-04-24,3951648,1070560,0,ART FOR LIFE,Other,Registered,1998-07-16,,Submission Received,2024-04-01,2025-03-31,0.0,0.0,Medway Adult Education Centre,Eastgate,High Street,ROCHESTER,Kent,ME1 1EW,01634 338400,artforlife01@gmail.com,,,false,false,false,,false,false,,"The purpose of Art for Life is to enable artists with learning dificulties and disabilities to develop their practice through the provision of studio space, guidance from professional artists, research trips and exhibition opportunities.",false,false
2026-04-24,3958092,1073120,0,COBTREE YOUNG FARMERS' CLUB,Other,Registered,1998-12-24,,Submission Received,2024-09-01,2025-08-31,72600.0,58441.0,10 Nursery Road,GILLINGHAM,Kent,,,ME8 0BD,07921 801336,cobtree30yfc@gmail.com,,,false,false,false,,false,false,,Part of the National Federation of Young Farmers Clubs for the furtherance of young peoples knowledge of Farming and the Countryside. All inclusive policy for young people to meet socially and compete with like-minded organisations with a rural remit.,true,true
2026-04-24,3961288,1075133,0,FRIENDS OF BREDHURST C.E. ( CONTROLLED ) PRIMARY SCHOOL,Other,Registered,1999-04-16,,Submission Received,2024-09-01,2025-08-31,17860.0,14644.0,Bredhurst C Of E School,The Street,Bredhurst,GILLINGHAM,Kent,ME7 3JY,01634231271,headteacher@bredhurst.kent.sch.uk,,,false,false,false,,false,false,,School Parents Teachers Association. Main fundraising events include fetes and discos.,false,false
