organisation_number,registered_charity_number,charity_name,charity_type,charity_activities,charity_registration_status,charity_reporting_status,charity_is_cio,date_of_registration,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_web,charity_contact_phone,charity_contact_email,charity_contact_postcode,latest_income,latest_expenditure,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,charity_gift_aid,charity_previously_excepted,charity_company_registration_number,charity_is_cdf_or_cif,charity_has_land,linked_charity_number,date_of_extract
270737,270737,THE LOURDES HOUSE (THANET) TRUST,Other,Purchaces equipment and funds travel expenses to Lourdes for individuals with special needs,Registered,Submission Received,false,1976-10-13T00:00:00,30 WELLIS GARDENS,MARGATE,,,,,07855867876,Ritawilding@gmail.com,CT9 5RG,0.0,0.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
270790,270790,PARKWOOD COMMUNITY ASSOCIATION,Other,"PWCA is primariliy set up to provide Social Welfare & Education activities within the Parkwood Area. This includes a number of activities such as; Pre-School Nursery, Dancing Classes, Keep Fit, Slimming Classes and a number of internal groups (such as Camera, Organ, Radio enthusiasts groups).",Registered,Submission Received,false,1976-03-29T00:00:00,PARKWOOD COMMUNITY CENTRE,PARKWOOD GREEN,GILLINGHAM,,,www.pwca-rainham.org,01634371886,INFO@PWCA-RAINHAM.ORG,ME8 9PN,366319.0,410241.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
270922,270922,NEW FOLKESTONE SOCIETY,Other,"Talks, lectures, social events and excursions.Practical projects affecting the town.Reports highlighting topics of local concern.Monitoring planning applications",Registered,Submission Received,false,1976-03-12T00:00:00,Basement,10 Earls Avenue,FOLKESTONE,Kent,,www.NewfolkestoneSociety.org.uk,07979 606404,websitesinbusiness@gmail.com,CT20 2HW,7056.0,5616.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
270937,270937,FRIENDS OF DYMCHURCH SCHOOL,Other,"We raise funds to provide books, classroom equipment, trips and outside activities for the children of Dymchurch Primary School.",Registered,Submission Received,false,1976-03-17T00:00:00,Dymchurch Primary School,New Hall Close,Dymchurch,ROMNEY MARSH,,www.facebook.com/dymchurchptfa,01303872377,FRIENDSOFDYMCHURCHSCHOOL@GMAIL.COM,TN29 0LE,8495.0,10666.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271107,271107,6TH WHITSTABLE SCOUT GROUP,Other,"To promote the development of young people in acheiving their full physical,intellectual,social and spiritual potentials, as individuals, as responsible citizens and as members of their local, national and international communities.   The Group operates under the Policy, Organisation and Rules of the Scout Association.",Registered,Submission Received,false,1976-04-23T00:00:00,176 Dargate Road,Yorkletts,WHITSTABLE,Kent,,www.6thwhitstable.org.uk,07979646029,scouts@gaskin.company,CT5 3AH,46711.0,36525.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271250,271250,HOLMESDALE LODGE NO 874 BENEVOLENT ASSOCIATION,Other,Donations to selected registered charities in South East England,Registered,Submission Received,false,1976-05-19T00:00:00,1 Links Close,CROWBOROUGH,East Sussex,,,,07889936136,,TN6 1QW,8059.0,9876.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271252,271252,WESTFIELD COMMUNITY ASSOCIATION,Other,Management of Community Hall; Fundraising and the award of grants to Community events and organisations.,Registered,Submission Received,false,1976-05-07T00:00:00,7 Heathlands,Westfield,HASTINGS,East Sussex,,,+447540163569,johnbarnett9@googlemail.com,TN35 4QZ,21138.0,18354.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271270,271270,NINTH DARTFORD SCOUT GROUP,Other,"Scout Group, currently including Beavers, Cubs, Scouts, Explorers and Squirrels.",Registered,Submission Received,false,1976-05-24T00:00:00,64 The Brent,DARTFORD,,,,www.kentscouts.org.uk,01322279469,philhamblin@yahoo.com,DA1 1YW ,28053.0,26559.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
271362,271362,FRIENDS OF PADHAR HOSPITAL TRUST,Trust,"Support of the hospital at Padhar, Betul District, M.P., India in the form of financial support for agreed projects or equipment, raising and administering funds as required, occasional visits by trustees, and keeping supporters informed, recruiting new supporters",Registered,Submission Received,false,1976-05-20T00:00:00,Normandy,The Street,Postling,HYTHE,Kent,www.padharhospital.org,07889-703317,fpht@southgate.coach,CT21 4EU,2770.0,60.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271369,271369,THE FRIENDS OF THE HOME PHYSIOTHERAPY SERVICE (SUSSEX),Other,The Object of the Friends is to relieve patients and former patients of the Home Physiotherapy Service and generally to support the charitable work of the said Home Physiotherapy Service.,Registered,Submission Received,false,1976-05-24T00:00:00,MERRIMENTS FARM,MERRIMENTS LANE,HURST GREEN,ETCHINGHAM,,"",01580860386,jill@merrimentsfarm.co.uk,TN19 7RQ,921.0,8090.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271371,271371,THE DUROBRIVAE LODGE BENEVOLENT FUND,Other,"As a Masonic Lodge we collect via members and visitors donations from a variety of ways (raffles,alms,box and envelopes) which we then donate to charitable causes either masonic charities and non masonic charities.The masonic hall is let to various masonic groups as well as non masonic groups",Registered,Submission Received,false,1976-05-26T00:00:00,87 Valley View Road,ROCHESTER,Kent,,,,01634323991,Jeremy@jbindustrialdoors.co.uk,ME1 3NX,77445.0,67146.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
271378,271378,CANTERBURY MUSIC CLUB,Other,Promoter of chamber music concerts by professional musicians to subscription paying members and the ticket purchasing public in the wider Canterbury area of Kent by live attendance as well as by online streaming of the same concerts both live and recorded.  Musicians are encouraged and supported in the provision of workshops and performances at local schools.,Registered,Submission Overdue,false,1976-06-03T00:00:00,Lower Kenfield Cottage,Kenfield,Petham,CANTERBURY,,www.canterburymusicclub.com,01227700772,contact@canterburymusicclub.com,CT4 5RN,23279.0,23643.0,2023-05-01T00:00:00,2024-04-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271402,271402,The London Chorus (London Choral Society),Charitable company,The principal activity is the study and performance of choral music.,Registered,Submission Received,false,1976-08-31T00:00:00,43 MANOR WAY,BECKENHAM,,,,www.londonchorus.org.uk,02086580808,anne@londonchorus.org.uk,BR3 3LN,101288.0,88276.0,2024-09-01T00:00:00,2025-08-31T00:00:00,true,false,00662374,,false,0,2026-06-05T00:00:00
271461,271461,HIGHAM MEMORIAL HALL,Other,HALL FOR HIRE USED BY ORGANISATIONS OPERATING FOR THE BENEFIT OF HIGHAM AND ITS RESIDENTS,Registered,Submission Received,false,1976-06-17T00:00:00,Higham Parish Council Sole Trustees,CARE OF CLERK,18 hermitage Road Higham,Kent,,www.highammemorialhall.org.uk,01634 559913,clerk@higham-kent-pc.gov.uk,ME3 7db,32010.0,26907.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
271497,271497,THE YORK ROAD CHRISTIAN MISSION,Trust,PROVISION AND MAINTENANCE OF MEETING ROOM FOR RELIGIOUS MEETINGS AND SUNDAY SCHOOL AND OTHER MEANS FOR THE ADVANCEMENT OF THE CHRISTIAN FAITH.,Registered,Submission Received,false,1976-06-18T00:00:00,41 YORK ROAD,TUNBRIDGE WELLS,,,,,01892512049,,TN1 1JX,9923.0,9626.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
271541,271541,DARRICK WOOD SCHOOL PARENTS AND STAFF ASSOCIATION,Other,Quiz NightsUniform SalesPupil Disco'sBingo,Registered,Submission Received,false,1976-06-30T00:00:00,C/O DARRICK WOOD SECONDARY SCHOOL,LOVIBONDS AVENUE,ORPINGTON,,KENT,https://www.pta-events.com/darrickwoodschoolpsfa,01689850271,darrickwoodpsfa@outlook.com,BR6 8ER ,13973.0,15388.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271579,271579,CHRISTIAN SCIENCE NURSING SUPPORT FUND (EAST & WEST SUSSEX),Other,Gives aid to Christian scientists in need of nursing and or pastoral care either within East & West Sussex or living within 40 miles of Brighton. In addition we give financial support to Christian science nurses living within 40 miles of Brighton for training purposes.,Registered,Submission Received,false,1976-06-28T00:00:00,Texel Cottage,Little Hookstead Farm,High Halden,ASHFORD,Kent,,01233 543091,roger.buse@gmail.com,TN26 3NH,2744.0,3220.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271587,271587,RIVER VILLAGE HALL,Other,"River Village Hall committee hold, mini market once a month, the income enables us to maintain the hall, to hire out to local societies such as River WI, Gardeners,  Karate, Pilates,  Kung Fu, Keep Fit, Dancing for Small Children,  These activities are supported by all ages of River residents.",Registered,Submission Received,false,1976-07-01T00:00:00,1 DOURSIDE,RIVER,DOVER,,,,01304823803,,CT17 0UX,20013.0,13675.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
271621,271621,1ST SNODLAND SCOUT GROUP,Other,To give the young people (boys and girls) of Snodland the opportunity to experience the everyday adventure that is scouting.,Registered,Submission Received,false,1976-07-05T00:00:00,5 Hodgson Crescent,SNODLAND,Kent,,,www.snodlandscouts.org.uk,01634245330,info@snodlandscouts.org.uk,ME6 5NR,24653.0,23396.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
271696,271696,THE WALTHAMSTOW HALL FRIENDS TRUST,Other,Raising funds for Walthamstow Hall Junior & Senior School to further enhance general school life.,Registered,Submission Received,false,1976-07-30T00:00:00,WALTHAMSTOW HALL,HOLLY BUSH LANE,SEVENOAKS,,,www.walthamstow-hall.co.uk,01732451334,fpwhevents@gmail.com,TN13 3UL,29253.0,29925.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271700,271700,FRIENDS OF THE CANTERBURY MUSEUMS,Other,Support of the Canterbury Museums and their role and educational activities,Registered,Submission Received,false,1976-09-07T00:00:00,48 St. Martins Hill,CANTERBURY,Kent,,,,01227 451281,"",CT1 1PP,0.0,0.0,2024-07-01T00:00:00,2025-06-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271703,271703,CHISLEHURST AND SIDCUP GRAMMAR SCHOOL PARENTS' ASSOCIATION,Other,"Fundraising activities for the educational, training, recreational and sporting benefit of the students of Chislehurst & Sidcup Grammar School by providing donations agreed by the PA to the school. All donations that are paid to the school must full under the objectives detailed within our constitution. Signed and Dated 12th October 2022.",Registered,Submission Received,false,1976-08-06T00:00:00,Chislehurst &amp; Sidcup Grammar School,Hurst Road,SIDCUP,,,"www,csgspa.org.uk",07949609359,CSGSPA@csgrammar.com,DA15 9AG,46100.0,62469.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271728,271728,THE NORTH KENT DECORATIVE AND FINE ARTS SOCIETY,Other,"The society arranges study courses,visits and public lectures on arts subjects; provides volunteers to museums, galleries and historic buildings in the London area and North Kent which are open to the public; encourages and financially supports arts projects in Bromley area schools and hospitals.",Registered,Submission Received,false,1976-08-09T00:00:00,73 The Heights,Foxgrove Road,BECKENHAM,,,www.nkdfas.org,+44 (0)7770522048,clarke.marya@gmail.com,BR3 5BZ,9564.0,9446.0,2024-09-01T00:00:00,2025-08-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
271738,271738,THE FORDCOMBE SOCIETY,Other,Local environmental issues together with planning applications,Registered,Submission Received,false,1976-09-07T00:00:00,WAYSIDE,SPRING HILL,FORDCOMBE,TUNBRIDGE WELLS,,,01892740283,m.arnold502@btinternet.com,TN3 0SA,0.0,0.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271787,271787,CROHAM HURST LODGE BENEVOLENT FUND,Other,Masonic Lodge,Registered,Submission Received,false,1976-08-11T00:00:00,36 Bramerton Road,BECKENHAM,,,,,07788666977,jandtvenables@virginmedia.com,BR3 3PB,1637.0,400.0,2024-08-01T00:00:00,2025-07-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
271998,271998,THE SOCIETY OF THE ROTHERFIELD PLAYERS,Other,"On average the Society of Rotherfield Players puts on three productions. Early each year one of these is usuallly a pantomime, one other may be a musical and later in the year is a further production. New members  are always welcome",Registered,Submission Received,false,1976-09-23T00:00:00,BREKON,LUXFORD ROAD,CROWBOROUGH,,,www.rotherfieldplayers.co.uk,01892654219,plays@rotherfieldplayers.co.uk,TN6 2PW,18901.0,16639.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
272383,272383,THE ROTARY CLUB OF FAVERSHAM TRUST FUND,Other,Raise money for charitable purposes,Registered,Submission Received,false,1977-01-12T00:00:00,50 Lower Road,FAVERSHAM,Kent,,,https://www.favershamrotary.org/,01795 533004,ted.wilcox@btinternet.com,ME13 7NG,9712.0,10306.0,2024-07-01T00:00:00,2025-06-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
272411,272411,THE GRAIL TRUST,Trust,"THE GRAIL TRUST (UK) GIVES SUBSTANTIAL HELP TO GRAIL TRUST (INDIA) AN INDIAN REGISTERED SOCIETY WHICH HELPS DISADVANTAGED CHILDREN IN THE STATE OF TAMIL NADU, S. INDIA.",Registered,Submission Received,false,1976-12-08T00:00:00,Flat 18,Bromley College,London Road,BROMLEY,,http://www.grailtrust.org,07935368094,fairlamb49@gmail.com,BR1 1PE,23410.0,19152.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
272612,272612,DOWNE VILLAGE HALL,Other,"Operate, maintain and hire out our village hall.",Registered,Submission Received,false,1977-01-27T00:00:00,24 High Street,Downe,ORPINGTON,Kent,,https://www.downe-kent.org.uk/contact,07798746615,john.s.isbell@googlemail.com,BR6 7UT,30415.0,38561.0,2024-02-01T00:00:00,2025-01-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
272614,272614,THE NEWSTEAD WOOD PARENTS' ASSOCIATION,Other,School Parents Association which provides funds for the benefits of the pupils at Newstead Wood School for Girls.,Registered,Submission Received,false,1977-01-06T00:00:00,Newstead Wood School,Avebury Road,Orpington,,,https://www.newsteadwood.co.uk/about-us/parents-association,01689 853626,pa@newsteadwood.co.uk,BR6 9SA,51748.0,51082.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
272720,272720,EASTRY VILLAGE HALL,Other,"The Village Hall offers a venue for all types of activities,ranging from WI ,horticultutural ,allhobbies ,anything. All ages, it has a creche type facility. Anyone in the village can hire itfor events . Theatre groups ,painting classes. Its a meeting place for all ages ,and much used",Registered,Submission Received,false,1978-01-25T00:00:00,10 Peak Drive,Eastry,SANDWICH,Kent,,www.eastryvillagehall.org,07718587956,andy.tomlinson@rbf-cargocare.com,CT13 0DY,30558.0,40903.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
272802,272802,THE BEXHILL TALKING NEWSPAPER,Other,Providing services for people with a disability/special needs,Registered,Submission Received,false,1977-03-14T00:00:00,52 Glenleigh Park Road,Bexhill-on-Sea,,,,,01424210578,i_teeth@yahoo.co.uk,TN39 4EE,3636.0,8860.0,2024-11-01T00:00:00,2025-10-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
272838,272838,FRIENDS OF ST ANSELM'S,Other,To provide additional equipment to school,Registered,Submission Double Default,false,1977-02-22T00:00:00,30 Dexter Close,Kennington,Ashford,,,,01233339169,,TN25 4QG,1087.0,0.0,2020-10-01T00:00:00,2021-09-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
272895,272895,THE CATHERINE COOKSON CHARITABLE TRUST,Trust,"The aim of the Catherine Cookson Charitable Trust is to apply the income and capital to such Charities or other charitable causes, cognisant of any wishes expressed by the settlor during her lifetime. The trust receives royalties relating to the work of Dame Catherine Cookson and offers financial support to suitable organisations.",Registered,Submission Received,false,1977-02-17T00:00:00,Gibbons Mannington &amp; Phipps Llp,20-22 Eversley Road,BEXHILL-ON-SEA,East Sussex,,www.catherinecookson.com,01424210530,bexhill@gmpaccountants.co.uk,TN40 1HE,954364.0,1154409.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
272953,272953,THE FRIENDS OF SALTWOOD SCHOOL,Other,"To raise money for the school, to provide play equipment, educational resources and support school educational events.",Registered,Submission Received,false,1977-03-03T00:00:00,SALTWOOD C OF E PRIMARY SCHOOL,GRANGE ROAD,SALTWOOD,HYTHE,,www.saltwood.kent.sch.uk,01303266058,enquiries@saltwood.kent.sch.uk,CT21 4QS,19335.0,12613.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
272974,272974,The Otford Society,Other,"The Otford Society is an Amenities Charity specialising in strengthening community ties, preserving the rural and historic character of Otford and improving the quality of Otford Villaeg Life by providing funding to improve village amenities. We raise funds through membership subscription, donations and by running community events and fund raising activities.",Registered,Submission Received,false,1977-03-23T00:00:00,Claremont House,Shoreham Road,Otford,SEVENOAKS,Kent,www.otfordsociety.org.uk,01959 422234,contact@otfordsociety.org.uk,TN14 5RW,19378.0,11903.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273028,273028,KENT COUNTY PROFICIENCY TEST COMMITTEE FOR AGRICULTURE AND HORTICULTURE,Other,"We operate within the area of agriculture, horticulture and related activities and offer bursaries towards the cost of qualifications.",Registered,Submission Double Default,false,1977-03-25T00:00:00,HILL VIEW,CANTERBURY ROAD,BOUGHTON ALUPH,ASHFORD,,http://www.kptc.org.uk/,01233813688,,TN25 4ES,2613.0,1255.0,2016-04-01T00:00:00,2017-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273043,273043,CHARITIES ADMINISTERED BY THE BRITISH FEDERATION OF WOMEN GRADUATES,Other,The Charity awards scholarships to women in their third year of doctoral studies at British universities on the basis of overall academic excellence. The awards are offered once a year following assessment by academics of submitted applications and then interview of short-listed candidates.,Registered,Submission Received,false,1977-03-25T00:00:00,PO Box 1225,WHITSTABLE,Kent,,,www.bfwg.org.uk,07538737005,awards@bfwg.org.uk,CT5 9EA,50880.0,42480.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,00278795,,false,0,2026-06-05T00:00:00
273068,273068,THE HEATHFIELD SILVER BAND,Other,The band continues to promote and teach brass band music in the community and regularly supports other organisations with their events and fund raising. The band has made a number of donations including to Chestnut Tree House and Brighton Hospital,Registered,Submission Received,false,1977-03-14T00:00:00,The Band Room,Alexandra Road,Heathfield,,,https://www.heathfieldsilverband.com,01435 817201,info@heathfieldsilverband.com,TN21 8ED,9161.0,7165.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273108,273108,COLT CLAVIER COLLECTION TRUST,Trust,To advance the education of the public in & preserve for its benefit keyboard instruments of historic & artistic interest. To advance the public appreciation & knowledge of music & the related arts & in particular music played on early keyboard instruments.,Registered,Submission Double Default,false,1977-10-17T00:00:00,Westgate House,87 St. Dunstans Street,CANTERBURY,Kent,,,01227769321,,CT2 8AE ,0.0,60151.0,2022-04-01T00:00:00,2023-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273118,273118,THE KENT COUNTY FOOTBALL ASSOCIATION BENEVOLENT FUND,Other,TO PROVIDE ASSISTANCE TO THOSE INVOLVED IN THE GAME OF FOOTBALL IN KENT WHO BECOME INJURED AND INCAPACITATED AND TO RELIEVE HARDSHIP,Registered,Submission Received,false,1977-03-25T00:00:00,INVICTA HOUSE,COBDOWN HOUSE,LONDON ROAD,DITTON,AYLESFORD,www.kentfa.com,01622791850,DARRYL.HADEN@KENTFA.COM,ME20 6DQ,2937.0,8400.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273123,273123,MEDWAY AREA SUNDAY FOOTBALL LEAGUE BENEVOLENT FUND,Other,To help those involved in local football in the Medway area.,Registered,Submission Received,false,1977-03-25T00:00:00,M C Associates Ltd,80c Asquith Road,Gillingham,,,www.mmsfl.co.uk,01634230151,ENRIGHT.PETER@SKY.COM,ME8 0JB,8.0,0.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273134,273134,VISUALLY IMPAIRED BOWLS ENGLAND,Other,To help blind and partially sighted people participate in the sport of bowls to enhance their standard of life,Registered,Submission Received,false,1977-04-13T00:00:00,54 Towerscroft Avenue,ST. LEONARDS-ON-SEA,East Sussex,,,www.vibowlsengland.org.uk,02088579283,smile2u60@yahoo.com,TN37 7JB,20752.0,10640.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273173,273173,"SITTINGBOURNE, MILTON AND DISTRICT SCOUT COUNCIL",Other,"The charities aim is to promote the development of young people in achieving their full physical, intellectual, social and spriitual potentials, as individuals, as responsible citizens and as members of their local, national and internation communities.",Registered,Submission Received,false,1977-04-18T00:00:00,36 BORDEN LANE,SITTINGBOURNE,,,,www.sittingbournescouts.org.uk,07786437026,dc@sittingbournescouts.org.uk,ME10 1DB,116348.0,72043.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273222,273222,UP THE CREEK,Other,Pantomime Performances to the General Public,Registered,Submission Received,false,1977-05-05T00:00:00,18 ST. ANNS ROAD,FAVERSHAM,,,,,01795531645,sue914@btinternet.com,ME13 8RH,4920.0,3944.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273254,273254,HASTLEON AMATEUR OPERATIC AND DRAMATIC SOCIETY,Other,Training and performance of musical theatre productions. Donations from profits and sale of programmes given to local charities.,Registered,Submission Received,false,1977-04-25T00:00:00,177 Bexhill Road,ST. LEONARDS-ON-SEA,East Sussex,,,"",07825884222,,TN38 8BG,36177.0,34225.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273310,273310,THE ROYAL TUNBRIDGE WELLS CHORAL SOCIETY,Other,To provide musical education and entertainment for the general public and for society members by preparing and giving concerts of classical choral music.,Registered,Submission Received,false,1977-05-05T00:00:00,EDENSOR,LINDEN PARK ROAD,TUNBRIDGE WELLS,,,http://www.rtwcs.org.uk/,07905605441,,TN2 5QL,38611.0,36745.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273315,273315,CHARLES STUART CRAWFORD FUND,Other,To further the education and for the advancement in life of boys who have sung in the choir of Canterbury Cathedral.,Registered,Submission Received,false,1977-05-05T00:00:00,CATHEDRAL HOUSE,THE PRECINCTS,CANTERBURY,KENT,,,01227762862,charities@canterbury-cathedral.org,CT1 2EH,1910.0,1910.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273319,273319,MISS M P LAURIE TRUST FUND,Other,"The education of a selected boy during the time such boy is a probationer, singing boy or chorister of Canterbury Cathedral.",Registered,Submission Received,false,1977-05-05T00:00:00,CATHEDRAL HOUSE,THE PRECINCTS,CANTERBURY,KENT,,,01227 762862,charities@canterbury-cathedral.org,CT1 2EH,205.0,0.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273329,273329,THE KENT AND SHARPSHOOTERS YEOMANRY REGIMENTAL MUSEUM TRUST,Trust,General Charitable PurposesEnvironment/Conservation/Heritage,Registered,Submission Received,false,1977-04-25T00:00:00,28 Wolseley Road,TUNBRIDGE WELLS,,,,www.ksymuseum.org.uk/,01892673245,secretary@ksymuseum.org.uk,TN4 9BJ,5233.0,4091.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273392,273392,THE ST PETER-UPON-CORNHILL TRUST,Other,Financial support for St Peter-upon-Cornhill and associated Christian ministries,Registered,Submission Received,false,1977-04-24T00:00:00,47 St. Margarets Street,Rochester,,,,stpeteruponcornhill.org.uk,02075663816,,ME1 1UF,1400.0,0.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273445,273445,LORD WARDEN MASONIC CHARITIES ASSOCIATION,Other,"General charitable purposes including assisting with medical,health and sickness. Disability, relief of poverty, accommodation and housing. Religious activities, environmental, conservation and heritage issues. Economicc,community development and employment",Registered,Submission Received,false,1977-06-24T00:00:00,15 Becket Close,DEAL,Kent,,,www.lwl1096.org.uk,01304363853,treasurer@lwl1096.org.uk,CT14 6UD,2410.0,3100.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
273456,273456,THE SITTINGBOURNE SOCIETY,Other,"WITHIN THE AREA OF SITTINGBOURNE, TO REVIEW PLANNING APPLICATIONS, TO RAISE AWARENESS OF MATTERS OF CONCERN OR INTEREST TO THE INHABITANTS, TO HOLD LECTURES ON MATTERS RELEVANT TO THE INHABITANTS, TO SECURE THE PRESERVATION AND IMPROVEMENT OF FEATURES OF HISTORIC OR PUBLIC INTEREST.",Registered,Submission Received,false,1977-05-24T00:00:00,Penfield Cottage,Penfield Lane,Rodmersham,Sittingbourne,,,01795830329,rcalvt@btinternet.com,ME9 0QP,297.0,390.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273471,273471,THE SUTTON VALENCE VILLAGE HALL,Other,"Provides a venue for the local community to engage in Indoor Bowls, Table tennis, Country Dancing, Exercise Classes,Ballet Dancing, educational programs , Upholstery, National Childbirth Trust and Heritage classes. and Gardening Groups, plus the WI .",Registered,Submission Received,false,1977-07-05T00:00:00,c/o Marwood House,Warmlake Road,Sutton Valence,MAIDSTONE,Kent,www.suttonvalencevillagehall.co.uk,01622842024,svvhbookings@gmail.com,ME17 3LP,40005.0,48822.0,2024-11-01T00:00:00,2025-10-31T00:00:00,false,false,,,true,0,2026-06-05T00:00:00
273489,273489,THE VALERIE WHITE MEMORIAL TRUST,Trust,Grant making to animal trusts and drama students.,Registered,Submission Received,false,1977-06-27T00:00:00,Second Floor South,The Fitted Rigging House,Anchor Wharf,The Historic Dockyard,Chatham Kent,,01474569032,info@carley.co.uk,ME4 4TZ,43863.0,22980.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
273508,273508,SENLAC DISTRICT SCOUT COUNCIL,Other,Scouting Activities,Registered,Submission Received,false,1977-09-07T00:00:00,Orion,Bexhill Road,Ninfield,BATTLE,East Sussex,WWW.SENLACSCOUTS.ORG.UK,01424892303,,TN33 9EE,15228.0,41513.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
